"FID" "IID" "SOL" "C1" "C2" "C3" "C4" "HYPER" "SEX" "NALT" "NMIN" "NHET" "NVAR" "RATE" "SING" "TITV" "PASS" "PASS_S" "QUAL" "DP" "REF.dbsnp" "G.DP" "NRG.DP"
"466" "G6474" "." 0 -0.181067 -0.0809762 0.0905615 -0.0118417 2 2 83 43 41 836 0.970964 0 1.52941 36 0 597746 48305.1 0.767442 44.2346 80.5783
"467" "G6477" "." 0 -0.126611 -0.0939705 -0.017625 -0.0709011 2 2 67 30 25 829 0.962834 0 2.33333 25 0 554933 44014.8 0.9 41.6203 79.6269
"468" "G6479" "." 0 0.0831445 -0.0607609 -0.136472 0.0386461 1 2 84 56 44 835 0.969803 0 1.94737 50 0 683124 50228.4 0.946429 42.8226 78.0476
"469" "G6481" "." 0 -0.161074 -0.0249608 -0.0295012 -0.092611 2 1 57 20 12 828 0.961672 0 1.5 15 0 718938 44258.2 0.7 39.5711 64.7368
"470" "G6486" "." 0 -0.174554 -0.130795 0.104852 -0.0278644 2 1 78 42 36 838 0.973287 0 1.47059 34 0 583046 48268.7 0.857143 46.1911 92.0769
"471" "G6492" "." 0 -0.0269257 -0.0848225 -0.0794857 -0.0792543 2 1 101 75 70 852 0.989547 0 1.67857 52 0 562724 42002 0.893333 55.3423 103.317
"472" "G6494" "." 0 0.00725954 -0.0224128 0.0426024 -0.0242113 2 1 83 58 55 833 0.96748 0 1.63636 49 0 829177 52498.2 0.965517 40.0803 69.6747
"473" "G6504" "." 0 -0.0744603 0.111322 -0.0640805 0.0710565 2 1 76 43 26 854 0.99187 0 2.30769 26 0 594265 46530 0.930233 43.915 82.2895
"474" "G6508" "." 0 -0.0417963 -0.246024 -0.130301 0.0691787 2 1 82 46 39 839 0.974448 0 1.36842 39 0 618238 45050.1 0.826087 38.1327 59.6098
"475" "G6510" "." 0 -0.111071 -0.201943 0.00305577 -0.0827687 2 1 69 27 13 834 0.968641 0 1.45455 22 0 450826 43572.1 0.814815 40.8047 74.3188
"476" "G6513" "." 0 -0.178248 0.0243526 -0.0258592 -0.0436139 2 1 72 40 37 833 0.96748 0 1.5 31 0 812201 50975.3 0.825 43.2867 79.4306
"477" "G6526" "." 0 -0.136507 -0.0856065 0.0610649 0.128469 2 1 79 47 39 851 0.988386 0 2.61538 35 0 663238 46081.2 0.957447 41.6725 72.3797
"478" "G6535" "." 0 0.0905429 -0.0599313 -0.0704105 0.0493539 2 1 86 53 51 834 0.968641 1 1.78947 44 1 761710 52161.3 0.924528 49.4813 95.314
"479" "G6539" "." 0 -0.0816944 -0.0691084 -0.0321982 0.12335 2 1 93 71 60 854 0.99187 0 2.94444 54 0 687249 47281.3 0.985915 47.8543 86.914
"480" "G6548" "." 0 -0.0177719 -0.00114056 -0.193057 0.0420087 2 1 66 39 24 832 0.966318 0 1.6 30 0 756861 56250.1 0.871795 37.8531 64.7273
"481" "G6568" "." 0 -0.184573 0.0945138 -0.0625069 -0.050636 2 1 69 36 21 833 0.96748 0 1.57143 25 0 764686 52002.6 0.916667 38.4086 65.9275
"482" "G6577" "." 0 -0.0943003 0.0291575 -0.124229 -0.0882136 2 1 86 55 49 855 0.993031 1 1.5 36 0 594782 44199.3 0.872727 41.4901 68.1279
"483" "G6582" "." 0 -0.161554 0.00870511 -0.038632 -0.0773344 2 2 67 27 24 831 0.965157 0 1.7 23 0 576065 46921 0.888889 38.7979 65.8955
"484" "G6583" "." 0 0.132565 0.0338438 0.22661 0.113871 2 1 87 54 33 830 0.963995 0 2.17647 46 0 768839 52824 0.925926 44.5064 79.2759
"485" "G6586" "." 0 -0.0133075 -0.276853 -0.234579 0.133668 2 1 83 52 27 855 0.993031 2 1.88889 41 0 513583 44339 0.961538 53.7066 109.229
"486" "G6590" "." 0 0.198842 -0.0681988 0.0781361 0.125647 2 1 91 67 38 834 0.968641 1 2.19048 60 1 790691 51822.7 0.970149 47.8079 91.2967
"487" "G6598" "." 0 -0.0639611 -0.0689989 -0.0653393 0.106333 2 2 95 74 59 846 0.982578 0 2.21739 58 0 688825 45526.2 0.945946 39.5023 62.4632
"488" "G6610" "." 0 0.033187 0.0125878 -0.0842068 -0.0911888 2 1 82 57 36 839 0.974448 0 2.35294 49 0 730496 49511.7 0.964912 51.9593 107.439
"489" "G6611" "." 0 0.102225 -0.0113903 0.0801121 -0.0317515 2 2 98 71 57 842 0.977933 0 1.73077 62 0 708522 48989.5 0.971831 46.1688 83.449
"490" "G6614" "." 0 0.0196171 -0.000911901 0.136012 -0.0216989 2 2 94 71 55 848 0.984901 0 2.94444 61 0 725461 47581.7 0.985915 40.2142 63.7021
"491" "G6623" "." 0 -0.0172988 -0.0641121 0.143089 -0.0307793 2 1 78 46 42 834 0.968641 0 2.28571 37 0 748835 50474 0.934783 47.4417 94.1923
"492" "G6631" "." 0 -0.156971 -0.241438 0.1688 0.000519928 2 1 86 61 45 853 0.990708 0 2.21053 48 0 555122 41160.9 0.918033 43.9593 77.8953
"493" "G6635" "." 0 0.16719 -0.00773061 -0.0423873 0.0694094 2 2 96 77 62 829 0.962834 1 2.5 65 1 696292 48224.1 0.948052 45.6391 87.5521
"494" "G6638" "." 0 0.0337729 0.165561 0.0665676 -0.0503265 2 1 77 56 40 821 0.953542 0 1.8 46 0 745904 50664.5 1 38.5111 66.3896
"495" "G6639" "." 0 0.0930664 0.214325 0.0986245 -0.0766509 2 1 78 59 27 849 0.986063 2 2.47059 45 0 778485 48306.5 0.966102 32.929 43.7308
"496" "G6642" "." 0 0.0213071 0.0678058 -0.0083022 0.0511884 2 1 75 39 35 834 0.968641 0 2.54545 33 0 791287 53468.4 0.974359 45.3762 87.0667
"497" "G6643" "." 0 -0.08257 -0.198733 -0.0364155 0.080895 2 1 65 30 11 836 0.970964 0 2.33333 22 0 553994 43811.6 0.933333 46.0198 92.7385
"498" "G6648" "." 0 -0.0663513 -0.139566 -0.111781 -0.0135775 2 1 77 41 40 836 0.970964 0 1.41176 35 0 578480 45946.9 0.902439 44.6671 85.7143
"499" "G6651" "." 0 0.0495232 -0.00629438 0.08497 -0.0325652 2 1 99 73 67 851 0.988386 0 2.31818 60 0 685294 48213.8 0.986301 49.5711 95.6061
"500" "G6656" "." 0 0.0685066 -0.0232628 0.00894827 0.0762818 2 1 100 67 64 839 0.974448 1 2.72222 56 0 614937 45923.6 0.910448 41.2319 65.63
"501" "G6658" "." 0 -0.0264843 -0.0497576 -0.00927175 0.110745 2 1 96 64 61 834 0.968641 0 2.2 54 0 706627 50502.2 0.96875 47.7474 84.3542
"502" "G6665" "." 0 -0.0354169 0.0479078 0.127313 -0.0453882 2 1 74 45 35 855 0.993031 0 1.5 32 0 724384 46943.1 0.955556 46.1538 85.4865
"503" "G6666" "." 0 -0.125948 -0.096113 -0.0174578 -0.0700355 2 1 78 38 36 831 0.965157 0 1.71429 30 0 523985 44229.1 0.842105 36.2791 54.2821
"504" "G6673" "." 0 0.110847 0.127566 0.0262018 0.017551 2 1 83 52 33 852 0.989547 2 2.25 35 0 642098 45669.4 0.903846 42.4697 72.3735
"505" "G6685" "." 0 -0.180783 0.060549 -0.0530277 -0.0828995 2 1 61 21 11 834 0.968641 0 1.625 16 0 546717 42834.8 0.904762 41.0956 72.5738
"506" "G6687" "." 0 0.234651 0.00264703 -0.0730919 0.0859121 2 1 88 67 46 857 0.995354 1 1.91304 55 0 773974 49074.1 0.940299 50.2802 98.7386
"507" "G6689" "." 0 -0.10467 -0.0330064 -0.171869 0.0524812 2 1 65 27 18 833 0.96748 0 1.7 24 0 720591 51244.1 0.925926 43.5396 84.9692
"508" "G6691" "." 0 -0.273148 0.0487251 0.109064 -0.038603 2 1 73 44 31 853 0.990708 0 1.93333 29 0 697175 45089 0.840909 56.0758 115.74
"509" "G6692" "." 0 -0.120617 -0.135305 0.00846411 -0.0332917 2 1 84 56 50 851 0.988386 0 1.94737 38 0 614676 43892 0.875 38.338 58.9405
"510" "G6696" "." 0 -0.289319 0.118025 0.0919365 -0.0250256 2 1 67 36 19 854 0.99187 0 1.57143 21 0 685893 47060 0.805556 41.5844 73.7164
"511" "G6697" "." 0 0.144222 -0.122214 0.259247 -0.0704732 2 1 86 52 32 833 0.96748 0 1.88889 46 0 648027 49428.3 0.923077 47.0175 88.6512
"512" "G6704" "." 0 -0.0936875 0.101078 -0.0329647 -0.0687572 2 1 80 48 42 830 0.963995 1 1.82353 38 0 588803 48396.2 0.979167 36.8871 61
"513" "G6719" "." 0 -0.0101484 -0.0545652 -0.0310467 0.0935403 2 1 99 70 60 835 0.969803 2 2.68421 56 0 557985 44951.7 0.942857 46.6519 83.8586
"514" "G6721" "." 0 -0.178138 0.0904705 -0.0659343 -0.0702568 2 1 75 41 27 851 0.988386 0 3.55556 28 0 508966 39260 0.902439 42.149 71.9467
"515" "G6729" "." 0 -0.107607 0.122218 0.0383538 0.130507 2 1 72 45 32 828 0.961672 0 3.09091 35 0 794456 54130.6 1 39.3263 71.6528
"516" "G6731" "." 0 0.0231112 -0.204872 -0.0772044 -0.0800882 2 2 85 57 38 826 0.95935 4 1.85 42 1 513694 43611.2 0.912281 39.7246 63.1176
"517" "G6732" "." 0 -0.173072 0.0831162 -0.0577208 -0.074609 2 1 64 22 17 832 0.966318 0 2.14286 19 0 582532 45947.3 0.909091 48.2415 104.453
"518" "G6737" "." 0 0.0242104 0.150496 -0.0502777 0.0928467 2 1 85 68 49 853 0.990708 3 1.95652 54 0 799161 49720.7 0.926471 42.6845 75.3765
"519" "G6738" "." 0 0.0665943 -0.0141694 -0.00461825 0.0997302 2 1 98 70 56 850 0.987224 1 2.18182 56 0 551798 44069.6 0.942857 45.1818 79.0612
"520" "G6741" "." 0 0.258826 -0.129511 0.219606 0.17936 2 1 75 54 20 818 0.950058 0 3.15385 49 0 760372 50807.6 1 34.8475 55.52
"521" "G6746" "." 0 0.0963117 0.185366 0.0443087 -0.122855 2 1 73 39 16 833 0.96748 0 1.6 28 0 627947 48502.8 0.794872 36.4901 56.7671
"522" "G6947" "." 0 -0.115609 0.0709133 -0.138935 -0.0780544 2 1 80 45 34 851 0.988386 0 1.5 31 0 538067 39844.6 0.977778 45.2687 79.475
"523" "HPFS100949" "." 0 -0.00647172 -0.0285754 0.0198384 -0.0631151 2 1 91 64 50 849 0.986063 2 3 49 0 598831 42683.5 0.90625 41.4709 72.9121
"524" "HPFS101852" "." 0 -0.0868013 -0.0271296 0.0704058 -0.0237828 2 1 82 56 32 825 0.958188 0 2.11111 44 0 672591 50155.4 0.964286 37.014 60.8293
"525" "HPFS102211" "." 0 0.0497271 -0.140586 0.198621 -0.0177306 2 1 81 59 33 854 0.99187 1 1.68182 46 0 658274 45528.5 0.966102 37.4314 61.1852
"526" "HPFS102774" "." 0 0.0109706 0.177588 0.135057 -0.0413731 2 1 84 64 42 850 0.987224 0 2.36842 46 0 674780 46672.9 0.96875 39.4994 67.2381
"527" "HPFS103158" "." 0 0.274911 -0.14779 -0.0954367 0.10352 2 1 96 73 42 836 0.970964 0 2.04167 61 0 620880 47508.3 1 42.6147 75.0312
"528" "HPFS106168" "." 0 -0.0492392 -0.0893938 -0.151418 0.0887267 2 1 87 58 52 836 0.970964 0 2.05263 47 0 631610 46984.8 0.948276 45.0932 87.5287
"529" "HPFS106793" "." 0 0.0758236 -0.0365704 -0.0500889 -0.0581877 1 1 94 66 54 851 0.988386 1 1.95455 53 0 649203 45248.2 0.984848 40.7614 65.5
"530" "HPFS108840" "." 0 -0.0408108 -0.191793 0.106218 -0.0245027 2 1 89 57 44 837 0.972125 1 2.8 46 0 535720 45472.5 0.982456 43.5851 76.9101
"531" "HPFS109394" "." 0 0.0915379 -0.0233693 -0.0268501 0.14081 2 1 100 80 68 858 0.996516 0 2.33333 66 0 743944 47250.9 0.9875 46.4598 79.38
"532" "HPFS109609" "." 0 -0.0557401 -0.229424 -0.103451 -0.0753968 2 1 87 50 41 852 0.989547 0 1.94118 38 0 486090 39458.3 0.96 40.9639 63.6207
"533" "HPFS111021" "." 0 0.192566 0.131279 -0.0773739 0.0382125 1 1 78 62 38 856 0.994193 0 2.26316 50 0 712807 47408.7 0.983871 48.4715 97.5513
"534" "HPFS112444" "." 0 0.179998 0.0234723 0.0701561 0.0999623 2 1 95 72 48 839 0.974448 1 2.27273 61 0 782741 49863.9 0.972222 44.9221 80.3684
"535" "HPFS112572" "." 0 0.0280676 -0.195329 -0.0451539 0.124864 2 1 89 64 47 854 0.99187 0 2.36842 53 0 653088 46936.8 1 45.1189 78.7191
"536" "HPFS112704" "." 0 0.0926137 0.167109 -0.0384426 0.0763341 2 1 101 86 63 856 0.994193 0 2.18519 64 0 645721 43327.7 0.953488 50.0953 87.0099
"537" "HPFS113421" "." 0 0.0336348 -0.00907121 0.110298 0.133202 2 1 98 70 66 837 0.972125 1 2.33333 58 0 730083 49581 0.971429 48.3625 90.4796
"538" "HPFS114751" "." 0 0.0366661 -0.0603234 0.120924 0.120839 2 1 92 60 56 833 0.96748 2 2.27778 50 0 720430 49180.9 0.983333 45.3314 79.8587
"539" "HPFS119660" "." 0 -0.0997925 -0.101559 -0.0540845 0.185106 2 1 79 53 38 833 0.96748 0 2.11765 44 0 774611 50709.7 1 40.2145 72.9494
"540" "HPFS121768" "." 0 0.0512773 0.174475 0.0274282 -0.0987586 2 1 86 54 44 838 0.973287 1 2.85714 44 0 655605 49015 0.981481 39.6655 66.4302
"541" "HPFS123024" "." 0 -0.140305 0.123247 0.0697714 -0.0186136 1 1 72 46 36 835 0.969803 2 2.28571 33 0 856871 51729.4 0.891304 39.817 65.5972
"542" "HPFS124275" "." 0 -0.00528044 0.130705 0.000944465 -0.0323065 1 1 82 59 46 853 0.990708 0 2.10526 44 0 793576 46440.6 0.949153 41.4329 66.4878
"543" "HPFS124977" "." 0 -0.160986 -0.067725 0.0830317 -0.00853755 1 1 77 45 40 829 0.962834 1 2.75 35 0 716747 49029 0.955556 38.5694 65.8312
"544" "HPFS125013" "." 0 0.067271 -0.0365464 -0.0455553 -0.0557195 2 1 94 68 54 837 0.972125 2 1.61538 52 0 622190 45853.6 0.926471 40.8267 67.4255
"545" "HPFS126378" "." 0 -0.210065 0.120433 0.0176186 0.141744 1 1 78 56 40 855 0.993031 3 3 42 0 651031 45307 0.946429 53.0035 116.526
"546" "HPFS126908" "." 0 0.244601 0.00605446 -0.0661159 0.0745951 1 1 89 62 33 826 0.95935 2 1.69565 49 0 666181 48776.5 0.935484 46.1909 86.1011
"547" "HPFS127083" "." 0 0.0697537 -0.0273073 -0.0510904 -0.0587773 2 1 86 66 64 813 0.944251 1 1.75 58 0 684520 48260.3 0.924242 39.9227 70.907
"548" "HPFS127584" "." 0 0.040594 -0.139474 0.170431 -0.0302998 2 1 84 61 42 844 0.980256 0 2.38889 51 0 741820 46733.1 0.967213 40.6336 66.25
"549" "HPFS129293" "." 0 0.0390374 -0.0236069 0.0335983 -0.021753 1 1 83 58 49 835 0.969803 2 2.05263 51 0 876539 52017.7 0.965517 36.3326 59
"550" "HPFS130817" "." 0 0.0201276 0.126447 -0.0833411 -0.0778414 1 1 81 56 44 832 0.966318 3 1.94737 45 0 743131 48750.7 0.946429 42.6978 77.1975
"551" "HPFS133763" "." 0 0.0616135 0.146123 -0.0962467 0.0600771 2 1 91 74 50 854 0.99187 5 2.89474 57 2 638370 44443.2 0.932432 42.1001 74.044
"552" "HPFS133824" "." 0 0.0188645 -0.0592683 -0.112536 0.0752005 1 1 87 62 53 854 0.99187 0 2.64706 49 0 663185 47996.2 1 40.4604 67.3908
"553" "HPFS137235" "." 0 0.0245733 -0.0165471 0.0369692 -0.0663598 1 1 90 55 51 833 0.96748 1 2.23529 43 1 618969 46731.3 0.963636 39.0128 64.8667
"554" "HPFS137546" "." 0 -0.135551 0.0921314 -0.138248 0.115298 1 1 64 53 31 855 0.993031 1 2.3125 41 0 839557 49973.5 0.981132 37.7392 67.7656
"555" "HPFS137716" "." 0 0.209859 0.00454867 -0.0334726 -0.104867 2 1 82 69 45 851 0.988386 0 2.28571 55 0 705767 46766.3 0.971014 46.9605 91.878
"556" "HPFS140610" "." 0 -0.101978 -0.0838398 -0.0591087 -0.0248415 2 1 79 52 47 834 0.968641 1 2.71429 48 1 776228 50247.7 0.961538 36.2712 60.6582
"557" "HPFS140843" "." 0 -0.139073 -0.0803628 0.0497022 -0.0180382 1 1 85 52 49 852 0.989547 2 2.46667 39 0 614410 43274.3 0.980769 50.2895 94.4706
"558" "HPFS142451" "." 0 -0.0107295 -0.111026 -0.0264769 0.110516 2 1 88 53 42 830 0.963995 7 3.07692 40 1 540113 47601.2 0.90566 41.0513 71.3864
"559" "HPFS142771" "." 0 -0.00489771 0.144615 0.0191056 0.0844176 1 1 76 54 41 849 0.986063 0 2.85714 41 0 872165 51076.8 1 38.9428 67.0395
"560" "HPFS146495" "." 0 0.0968872 -0.133014 0.027482 0.0734181 1 1 92 56 45 837 0.972125 0 2.29412 50 0 631020 47258.6 0.946429 53.3357 102.359
"561" "HPFS146929" "." 0 -0.0352433 0.169247 0.101172 0.132283 2 1 84 60 40 855 0.993031 2 2.75 45 1 681061 46711.7 0.966667 46.2261 84.2381
"562" "HPFS147016" "." 0 0.139214 -0.145657 -0.0232753 0.159445 2 1 97 67 48 838 0.973287 0 1.86957 61 0 705865 49224.2 0.985075 49.8578 96.9072
"563" "HPFS147353" "." 0 -0.122487 0.0917785 -0.230196 0.111135 1 1 65 40 24 836 0.970964 1 1.85714 33 1 747341 49511.2 0.95 47.7264 104.646
"564" "HPFS147462" "." 0 -0.00938798 -0.050976 -0.0481849 0.103341 2 1 97 69 64 835 0.969803 1 2.13636 59 0 667172 48705.1 0.985507 48.0945 87.3299
"565" "HPFS148186" "." 0 -0.196808 -0.0780259 0.121134 0.00265238 2 1 79 45 34 837 0.972125 1 3.5 40 0 613903 46623.9 0.911111 40.4075 72.7215
"566" "HPFS148262" "." 0 0.00561301 0.130389 -0.0222379 -0.0367712 1 1 85 70 47 849 0.986063 0 1.91667 57 0 710724 45233.1 0.985714 43.914 75.9059
"567" "HPFS148323" "." 0 0.0654416 0.14211 -0.15681 0.0628888 1 1 75 62 44 854 0.99187 0 1.69565 51 0 786988 48371 0.951613 50.5646 108.507
"568" "HPFS148871" "." 0 -0.198864 0.0935985 0.0131569 -0.0344876 2 1 69 39 24 832 0.966318 0 2 29 0 737133 47773.8 0.948718 41.3731 76.2174
"569" "HPFS149608" "." 0 -0.0820854 -0.0791219 -0.0777605 0.120323 1 1 80 49 45 833 0.96748 4 2.5 42 1 829306 53299.2 0.918367 31.8976 48.4125
"570" "HPFS151589" "." 0 -0.0739699 -0.100973 -0.103057 -0.061 2 1 78 53 41 850 0.987224 1 2.53333 38 0 632552 42591.9 1 39.7231 70.9231
"571" "HPFS152518" "." 0 -0.0828053 -0.0845404 -0.097061 -0.0220373 2 1 71 49 37 852 0.989547 3 1.88235 37 1 679053 45425.1 0.979592 42.5378 81.2817
"572" "HPFS153722" "." 0 0.0760355 0.164701 -0.00656024 0.0449594 2 1 73 56 32 850 0.987224 0 1.94737 41 0 658568 46859.3 0.982143 40.2453 72.5342
"573" "HPFS153854" "." 0 -0.0398475 0.099275 -0.129769 0.0697577 1 1 74 57 38 852 0.989547 1 2.8 43 0 732027 47716.6 0.964912 37.8471 63.3919
"574" "HPFS154541" "." 0 0.12391 -0.104005 -0.0732895 0.0622 2 1 94 67 55 833 0.96748 0 3.1875 61 0 724087 50138.8 1 40.0327 68.5745
"575" "HPFS156154" "." 0 0.0837916 -0.156477 -0.00404169 0.0943118 2 1 93 66 36 857 0.995354 0 2.66667 50 0 632651 45215.3 0.969697 43.9489 76.8495
"576" "HPFS159471" "." 0 -0.0303555 0.152658 0.0252438 0.107891 2 1 81 53 29 837 0.972125 0 3.41667 41 0 708145 48842.5 0.962264 43.8776 78.0864
"577" "HPFS162755" "." 0 0.0518553 -0.200577 -0.112041 0.0801961 1 1 90 57 43 837 0.972125 2 2.35294 48 0 547113 46283.6 0.964912 48.4336 91.1222
"578" "HPFS165561" "." 0 0.24167 -0.0724126 -0.0072433 -0.108816 1 1 96 68 36 837 0.972125 0 1.72 55 0 618077 46371.2 0.955882 52.6259 104.875
"579" "HPFS166007" "." 0 0.020075 -0.0494505 -0.0891899 0.0714291 1 1 93 69 63 833 0.96748 0 1.875 60 0 711473 48120.2 0.985507 49.4201 90.8925
"580" "HPFS166102" "." 0 0.0423651 0.14113 -0.130547 -0.0872274 2 1 81 62 44 855 0.993031 1 2.26316 47 0 659806 46594.4 0.951613 43.7718 78.963
"581" "HPFS167042" "." 0 0.0718985 -0.0239883 0.00299338 0.10228 2 1 93 67 56 850 0.987224 1 2.72222 53 0 635392 43210.5 0.955224 37.1715 56.129
"582" "HPFS168259" "." 0 0.0158326 0.146433 -0.0297235 0.0642712 2 1 77 54 38 852 0.989547 2 2.85714 44 0 655385 44603.8 0.962963 39.0723 65.2597
"583" "HPFS168616" "." 0 0.0208264 -0.0111013 0.144227 0.143697 2 1 96 77 62 854 0.99187 0 3.05263 61 0 664898 46604.1 0.974026 42.6142 72.8438
"584" "HPFS169361" "." 0 0.00602208 -0.0833904 -0.127405 -0.0551209 1 1 76 55 43 824 0.957027 1 2.66667 46 0 694625 49458.1 0.963636 26.3629 33.75
"585" "HPFS169840" "." 0 0.0494356 0.130661 -0.117385 0.059805 2 1 77 57 38 828 0.961672 2 2.16667 45 1 771230 49814.6 0.947368 40.7602 73.6753
"586" "HPFS170381" "." 0 0.0618083 -0.0235919 -0.0335379 -0.0584166 1 1 87 59 47 834 0.968641 2 1.95 46 1 680117 47037.7 0.915254 42.3306 72.1034
"587" "HPFS171830" "." 0 0.129291 0.0117824 0.0245631 0.097378 1 1 100 85 73 856 0.994193 0 2.03571 68 0 719853 49042.8 0.964706 52.7744 96.96
"588" "HPFS172344" "." 0 -0.043426 0.160867 0.0720533 -0.0578002 2 1 76 59 31 853 0.990708 1 2.10526 45 1 676293 45928.7 0.966102 35.1151 51.0263
"589" "HPFS173689" "." 0 0.0451161 -0.182485 -0.109592 0.0759453 1 1 85 57 35 849 0.986063 0 2.16667 44 0 657387 47060.5 1 38.3586 59.5882
"590" "HPFS174023" "." 0 -0.0263247 0.173645 0.080583 0.123649 1 1 93 70 54 849 0.986063 1 2.5 53 1 643743 45394 0.942857 47.124 84.8065
"591" "HPFS174039" "." 0 -0.0873403 -0.0921258 -0.105353 0.17125 1 1 82 60 39 847 0.98374 0 2.33333 46 0 705714 47347.6 0.966667 44.8273 83.9268
"592" "HPFS174823" "." 0 -0.049699 0.156906 0.0969917 -0.0367152 2 1 85 61 42 836 0.970964 4 2.21053 48 1 640546 46605.3 0.934426 41.0128 69.3647
"593" "HPFS175605" "." 0 0.144613 0.102381 0.16115 0.124275 1 1 89 68 38 851 0.988386 0 2.77778 54 0 699624 48532.4 0.985294 48.7078 94.9775
"594" "HPFS176915" "." 0 0.141784 -0.165594 -0.0803166 -0.0915164 2 1 82 69 43 856 0.994193 1 1.76 54 0 640878 42120.2 0.913043 43.5326 74.6951
"595" "HPFS178045" "." 0 0.288902 0.013323 -0.110386 0.0901937 1 1 91 69 41 838 0.973287 0 2.2381 63 0 738783 49098.4 0.971014 47.6329 87.5604
"596" "HPFS179692" "." 0 -0.0807193 -0.0989501 -0.127942 -0.069039 1 1 73 49 31 854 0.99187 2 3.08333 38 0 659487 43721 0.959184 45.7974 86.7808
"597" "HPFS185314" "." 0 -0.135862 0.0913927 -0.124607 0.116121 1 1 65 45 33 816 0.947735 0 3.09091 42 0 858706 51029.9 0.955556 45.8645 99.5077
"598" "HPFS186852" "." 0 0.00325312 -0.0279428 0.104817 0.12252 2 1 91 71 49 851 0.988386 0 2.55 55 0 659251 46398.3 1 41.1758 68.5934
"599" "HPFS190308" "." 0 0.0351027 -0.0227612 0.034475 -0.0496293 2 1 86 57 52 838 0.973287 1 2.16667 50 1 719687 46703.2 0.929825 42.4779 74
"600" "HPFS191597" "." 0 0.158623 -0.0109314 -0.0264801 -0.100371 2 1 90 62 48 838 0.973287 1 1.95238 52 1 694829 47292.8 0.983871 39.0361 65.7778
"601" "HPFS192223" "." 0 0.0425367 0.139828 -0.133641 -0.0968633 1 1 81 61 32 852 0.989547 2 1.90476 49 0 656176 44305.7 0.95082 50.222 94.4815
"602" "HPFS193956" "." 0 0.0710655 -0.010632 0.0165248 0.159545 1 1 99 76 67 838 0.973287 0 2.04 68 0 809836 52216.5 0.986842 55.9953 116.152
"603" "HPFS194587" "." 0 -0.153026 0.0973117 -0.101257 0.0822133 1 1 71 37 30 834 0.968641 1 3.625 31 0 708531 48190.8 0.945946 47.9113 95.338
"604" "HPFS194835" "." 0 0.148263 -0.181777 -0.141902 0.0653952 2 1 78 55 17 837 0.972125 1 2.23529 43 0 642515 48772.5 0.963636 42.707 77.7692
"605" "HPFS202899" "." 0 0.0249522 -0.0469856 -0.066144 0.148208 1 1 104 75 62 853 0.990708 0 2.75 62 0 665453 47016.6 0.986667 42.3516 67.9327
"606" "HPFS300508" "." 0 0.091954 -0.0260095 -0.057267 0.0714261 2 1 94 70 64 854 0.99187 0 2.68421 56 0 749215 48392.8 0.942857 34.7105 48.5
"607" "HPFS301506" "." 0 0.0483479 -0.0842452 -0.20256 0.124017 2 1 91 65 50 835 0.969803 0 2.25 57 0 651123 50219 0.953846 42.5658 76.7802
"608" "HPFS301569" "." 0 0.243287 -0.103588 0.00348222 -0.147248 2 1 85 64 26 854 0.99187 2 1.66667 49 1 656292 47037.7 0.921875 33.3108 44.2941
"609" "HPFS303122" "." 0 0.0117001 0.149705 0.000806081 0.155351 1 1 80 65 41 853 0.990708 0 2.09524 49 0 788974 47358.3 0.984615 39.1863 63.825
"610" "HPFS303493" "." 0 -0.0136379 0.0896143 0.053672 -0.0339403 1 1 81 56 52 853 0.990708 0 1.8 40 0 689287 46637.8 0.964286 44.2427 81.9753
"611" "HPFS303638" "." 0 0.054869 0.139148 -0.121473 0.0631784 1 1 83 61 50 824 0.957027 1 2.21053 51 0 717409 48117.3 0.95082 52.2436 110.349
"612" "HPFS303960" "." 0 -0.0775824 -0.0493167 0.102712 0.00142982 1 1 88 62 56 828 0.961672 0 2.875 51 0 730103 50455.8 1 33.8359 51.4318
"613" "HPFS304152" "." 0 0.0885946 -0.0273469 -0.0225883 0.136092 2 1 87 69 54 832 0.966318 0 2 61 0 835230 51593 0.985507 36.5588 55.1609
"614" "HPFS304755" "." 0 0.0202827 0.14204 -0.0289166 0.0932728 2 1 87 65 49 855 0.993031 0 2.82353 52 0 784573 48258.2 0.969231 44.5204 76.3448
"615" "HPFS306182" "." 0 0.13055 0.200306 0.0132182 0.031841 1 1 72 51 22 854 0.99187 0 2.1875 39 0 672345 45104.1 0.980392 40.0978 71.1667
"616" "HPFS306786" "." 0 0.18607 -0.00818239 -0.100388 0.0470437 2 1 92 74 59 852 0.989547 1 2.36364 60 0 694933 48512 0.972973 43.7099 75.9674
"617" "HPFS306843" "." 0 0.0746975 0.164691 -0.00721735 0.0487892 1 1 87 69 43 846 0.982578 0 2.83333 51 0 588510 43371.3 0.985507 42.3034 70.1034
"618" "HPFS309938" "." 0 -0.0683365 -0.0766465 -0.0838512 -0.0574249 2 1 85 59 54 853 0.990708 1 2.93333 46 0 609227 41064.9 0.949153 40.8625 68.3882
"619" "HPFS401744" "." 0 0.0469586 -0.0498527 -0.0429046 -0.0622996 2 1 78 52 32 842 0.977933 0 2.71429 46 0 770073 48751.7 0.980769 44.957 90.7692
"620" "HPFS404035" "." 0 -0.0630734 -0.0392544 0.0427856 -0.0188745 2 1 82 54 52 833 0.96748 1 2.85714 45 0 758883 50700.4 1 39.5793 65.378
